# VietSentiWordNet v1.0.0 (1 June 2011)
# Copyright 2010 ISTI-CNR.
# All right reserved.
#
# VietSentiWordNet is distributed under the GNU publish licence
# http://www.gnu.org/licenses/gpl.html
#
# For any information about VietSentiWordNet:
# Web: https://sourceforge.net/projects/vietsentiwordne/
# -------
#
# Data format.
#
# VietSentiWordNet v1.0 is based on SentiWordNet version 3.0.
# SentiWordNet website: http://sentiwordnet.isti.cnr.it/
# The values PosScore and NegScore are the positivity and negativity
# score assigned by SentiWordNet to the synset.
# The objectivity score can be calculated as:
# ObjScore = 1 - (PosScore + NegScore)
# SynsetTerms column reports the terms, with sense number, belonging
# to the synset (separated by spaces).
# POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	02459109	0	0.625	thanh_thản#1	không gặp phải khó khăn, rối loạn suy hay, "có vẻ thanh thản bởi sự nghi ngờ của loại nào", "giấc ngủ thanh thản", "một loại mặt thanh thản"
a	02462089	0	0.75	gian_dối#2	cố ý sai sự thật, "một tuyên bố gian dối"
a	02464277	0	0.625	cảnh_giác#2 nghi_ngờ#1	công khai không tin tưởng và không muốn để tâm sự
a	02465978	0.5	0	tin_cậy#1	 (của người) xứng đáng với sự tin tưởng hoặc sự tự tin, "một người bạn chắc chắn (hoặc đáng tin cậy)"
a	02469928	0	0.75	không điển_hình#1	không phải đại diện của một lớp, nhóm, hoặc các loại; "một nhóm đó là điển hình của các đối tượng mục tiêu", "một lớp học của rêu không điển hình", "hành vi không điển hình là không phải là loại được chấp nhận của các phản ứng mà chúng ta mong đợi ở trẻ em "
a	02488304	0.5	0	cao_cấp#1	thích hợp cho người có thu nhập tốt, "một khu phố cao cấp", "một nhà trọ cao cấp"
a	02497141	0.125	0.625	vô_dụng#1	không có sử dụng có lợi hoặc không có khả năng hoạt động hữu ích, "một nhà bếp đầy đủ các tiện ích vô dụng", "cô ấy là vô ích trong trường hợp khẩn cấp"
a	02497743	0	0.5	vô_ích#1	không có giá trị sử dụng; "làm một công việc vô ích"
a	02497013	0.5	0	dùng được#1	có khả năng được đưa vào sử dụng lợi nhuận hoặc một thực tế; "hệ thống này có thể ứng dụng vào thực tế"
a	02499750	0	0.75	không hợp_lệ#1	không có khẩn cấp hoặc hiệu lực pháp luật; "lý luận không hợp lệ", "bằng lái hợp lệ của"
a	02502163	0.75	0.25	vô_giá_trị#1	thiếu tính hữu dụng hoặc giá trị; "một người lười biếng vô giá trị"
a	02502994	0.125	0.5	vặt#1 không_đáng_kể#2	không có giá trị xem xét, "ông coi là giải thưởng quá ít ỏi cho cuộc sống thì phải chi phí"
a	02503305	0	0.625	vô_nghĩa#3 không có ý định#2	không phục vụ mục đích hữu ích, không có lý do gì để được; " một lời nhận xét vô nghĩa "
a	02513614	0.625	0.125	vô_tội#3 không_có gì chê_trách được#1	không phạm tội; "người dân vô tội"
a	02513740	0	0.625	ác#1	về mặt đạo đức xấu về nguyên tắc hành nghề; "Một người hành nghề độc ác"
a	02531243	0.5	0.25	nồng_nhiệt#1	hiển thị thân thiện ấm áp và chân thành, "đã cho chúng tôi một buổi tiếp tân thân mật", "một nồng nhiệt chào đón"
a	02527489	0.625	0	mong_mỏi#1	rất mong muốn; "bà mẹ mong mỏi đứa con trở về"
a	02539968	0.5	0	hoan_nghênh#1	cho niềm vui hay sự hài lòng hoặc nhận với niềm thích thú hoặc tự do; "giảm bớt gánh nặng", "một vị khách được hoan nghênh", "làm các em cảm thấy được hoan nghênh", "bạn được hoan nghênh tham gia chúng ta "
a	02541012	0.625	0.375	bình_phục#1 chữa lành#1 chữa khỏi#1	giải thoát khỏi bệnh tật hoặc chấn thương, "bệnh nhân khỏi bệnh xuất hiện", "vết mổ lành", "dường như là hoàn toàn bình phục", "khi bị thu hồi bệnh nhân sẽ cố gắng để nhớ những gì xảy ra trong mê sảng của ông " Cameron Normon
a	02543324	0	0.625	bị viêm cuống_phổi#1	bị hoặc dễ bị viêm phế quản; "Viêm họng lâu ngày có thể dẫn tới viêm cuống phổi"
a	02544048	0	0.75	chóng_mặt#1 chóng_mặt#1 ham_chơi số 1 chóng_mặt#1	có hoặc gây ra một cảm giác quay cuồng, chịu rơi, "đã có một lỗi chính tả chóng mặt", "một đỉnh cao chóng mặt", "bị đau đầu và cảm thấy ham chơi "," một bờ vực, ham chơi "," cảm giác woozy từ thổi trên đầu "," một lên cao chóng mặt lên mặt vách đá "
a	02545023	0	0.625	là lạ#4	trải qua cảm giác kỳ lạ của cơ thể, "nói với bác sĩ về những cảm giác là lạ trong lồng ngực của mình"
a	02545257	0	0.75	xanh#4	nhìn xanh xao và không lành mạnh, "bạn đang tìm kiếm màu xanh lá cây", "xanh xao vàng vọt"
a	02545989	0	0.5	tê_liệt#1 liệt#2	bị ảnh hưởng với tình trạng tê liệt; "hệ thống giao thông bị tê liệt hoàn toàn"
a	02550891	0	0.5	dính#1	 (của một nếp lỏng như sơn) không hoàn toàn khô và hơi dính khi chạm vào, "dính sơn"
a	02557357	0.625	0	lành_mạnh#1	lợi cho hay đặc tính của vật lý hay đạo đức tốt được, "thái độ lành mạnh", "sự xuất hiện lành mạnh", "thực phẩm lành mạnh"
a	02558184	0.875	0	hợp_vệ_sinh#1	tăng cường sức khỏe, sức khỏe, "một chế độ ăn uống lành mạnh", "làm sạch không khí lành mạnh", "rất nhiều của giấc ngủ lành mạnh", "lành mạnh và bình thường thị trường tiêu thụ năng lượng trẻ trung "," không khí núi hợp vệ sinh và nước " CBDavis;" cà rốt rất tốt cho bạn "
a	02563616	0	0.5	dễ sử_dụng#1	dễ dàng để xử lý hoặc sử dụng hoặc quản lý, "một cuốn sách lớn nhưng dễ sử dụng"
a	02565701	0.5	0	sẵn_sàng#3	tinh thần xử lý, "ông đã sẵn sàng để tin rằng cô ấy"
a	02566015	0	0.75	không muốn#1	không xử lý hoặc hướng về, "một trợ lý không muốn", "không muốn phải đối mặt với sự thật"
a	02566453	0.125	0.625	miễn_cưỡng#1	làm theo một sự bắt buộc, không muốn làm việc đó; "một nụ cười miễn cưỡng", "bất đắc dĩ phải thừa nhận một sai lầm"
a	02569558	0.625	0	khôn#1	cấp tính sâu sắc và khôn ngoan; "quan sát và suy nghĩ, ông đã được trao cho những câu hỏi khôn ngoan "," một nguồn hiểu biết sâu sắc giá trị và những lời khuyên khôn ngoan để các nhà giáo dục "
a	02570282	0	0.625	ngu_ngốc#1 dốt#1	không có các cảm giác tốt hoặc bản án, "phát biểu ngu ngốc", "một quyết định điên rồ"
a	02580449	0	0.5	mòn#1	bị ảnh hưởng bởi mặc; bị hư hỏng do sử dụng lâu, "mặc các chủ đề trên các vít", "một phù hợp với mòn", "các túi đeo trên áo các"
a	02585545	0.625	0	đáng_khen_ngợi#1#1 rất đáng mừng#1 đáng hoan_nghênh#1	xứng đáng với lời khen ngợi cao; "nỗ lực đáng khen ngợi để cứu lấy môi trường", "một ý thức đáng khen ngợi về mục đích", "đáng khen ngợi động cơ của việc cải thiện điều kiện nhà ở "," một sự gia tăng đáng kể và đáng mừng trong tình báo máy tính "
a	02587738	0.625	0	quý_giá#1	có giá trị hoặc công đức hoặc giá trị, "một người bạn quý giá", "một người đàn ông tốt và quý giá"
a	02587261	0.75	0	thiêng liêng#2	xứng đáng với sự tôn trọng hay sự cống hiến, "nhìn thấy mẹ là gọi thiêng liêng của người phụ nữ"
a	02588647	0.5	0	không xác_đáng#1	không có công đức; "bảo vệ ... từ những lời chỉ trích không xác đáng"
a	02594565	0	0.75	lành#1	không nguy hiểm đến sức khỏe, không tái phát hoặc tiến bộ (đặc biệt là của một khối u); "u lành không nguy hiểm đến tính mạng"
a	02594714	0.5	0.25	ác_tính#1	nguy hiểm cho sức khỏe, đặc trưng bởi sự phát triển tiến bộ và không kiểm soát được (đặc biệt là của một khối u); "Cô ta bị mắc những khối u ác tính"
a	02605416	0.375	0.5	tiêu_độc#1	chống lại những ảnh hưởng của chất độc; "thuốc giải viêm, tiêu độc"
a	02605953	0.5	0	kháng virus#1	ức chế hoặc ngăn chặn sự tăng trưởng và sinh sản của virus; "chất kháng virus"
a	02612653	0	0.625	dị_ứng#1	đặc trưng bởi hoặc gây ra do dị ứng; "một phản ứng dị ứng"
a	02647358	0	0.5	suy_nhược#1	đặc trưng bởi sự thiếu trương lực; "ăn kém sẽ dẫn đến suy nhược cơ thể"
a	02661446	0.625	0	nhân_từ#1	có ý định hoặc hiển thị lòng tốt, "một xã hội nhân từ"
a	02670812	0	0.5	không vành#1	mà không có một vành; "một cái mũ không vành"
a	02671885	0	0.625	háu_ăn#1	bị mắc chứng cuồng ăn vô độ; "đồ háu ăn"
a	02679858	.125	0.5	gây ung_thư#1	gây ra hoặc có xu hướng gây ra ung thư, "các hành động gây ung thư của hóa chất nhất định"
a	02708232	0.5	0	tuần_hoàn#1	phù hợp với chu kỳ Carnot; "vòng quay tuần hoàn"
a	02746103	0	0.75	suy_giảm_miễn_dịch#1	không thể phát triển một đáp ứng miễn dịch bình thường thường là do suy dinh dưỡng hoặc suy giảm miễn dịch hay liệu pháp ức chế miễn dịch; "HIV là hội chứng suy giảm miễn dịch mắc phải"
a	02806261	0.625	0	bền_vững#1	có khả năng được duy trì; "các chất hữu cơ bền vững"
a	02833873	0.625	0	kháng_khuẩn#1	phá hủy vi khuẩn hoặc ức chế sự tăng trưởng của họ; "Chất kháng khuẩn"
a	02848119	0	0.5	phi tài_chính#1	không liên quan đến vấn đề tài chính; "Các vấn đề phi tài chính"
a	02879535	0	0.75	phi ngôn_ngữ#1	không được bao gồm trong các lĩnh vực của ngôn ngữ; "hành vi phi ngôn ngữ"
a	02858816	0.125	0.5	cá_nhân#3	trong hoặc phát sinh từ tính cách, "cá nhân từ tính"
a	02911488	0	0.625	phi tham_số#1	không liên quan đến một dự toán của các tham số của một số liệu thống kê; "dữ liệu phi tham số"
a	02929901	0.5	0	hợp_lý#3	có khả năng được thể hiện như là một thương của số nguyên; "số lượng hợp lý"
a	02951702	0.625	0.25	êm_tai#1	để nghe êm tai hoặc liên quan đến hay đặc trưng của luật hài âm; "âm thanh êm tai"
a	02998269	0.625	0	tinh_túy#1	đại diện cho ví dụ hoàn hảo của một lớp học hay chất lượng; "sự tinh túy của cuộc sống"
a	03119608	0.125	0.625	co_cứng#1	liên quan đến hay đặc trưng bởi sự co thắt; "một tràng co cứng", "liệt co cứng là một dạng co cứng của bại não"
a	01160031	0	0.625	hại#1	gây ra hoặc có khả năng gây hại, "mặt trời quá nhiều có hại cho da", "hiệu ứng có hại của hút thuốc lá"
a	01160584	0	0.875	lạm_dụng#2	đặc trưng bởi sự ngược đãi về thể chất hoặc tâm lý, "lạm dụng hình phạt", "tranh luận ... mà các gia đình nuôi dưỡng được lạm dụng"
a	01161233	0	0.875	vu_khống#1 bôi_nhọ#1 phỉ_báng#1 nói_xấu#1 gièm_pha#1	(sử dụng các câu lệnh) có hại và thường không đúng sự thật; xu hướng mất uy tín hoặc hung tinh; "đừng có mà vu khống!"
a	01161635	0	0.75	tai_hại#1 thê_thảm#1	rất có hại, mang thiệt hại về vật chất hoặc về tài chính; "một sự đình đốn thê thảm", "thảm họa bệnh tật"
a	01161877	0.125	0.5	phản_tác_dụng#1	xu hướng cản trở việc đạt được các mục tiêu; "uống quá nhiều thuốc sẽ phản tác dụng"
a	01162267	0	0.75	tồi#2	dẫn đến đau khổ hay nghịch cảnh, "hiệu quả tồi", "đó là một cơn gió tồi mang lại những điều không tốt"
a	01162406	0	0.625	xảo_quyệt#3 quỷ_quyệt#3	làm việc hoặc phát tán một cách ẩn và thường gây tổn hại, "bệnh tăng nhãn áp là một căn bệnh ác tính", "một chất độc ác tính"
a	01162817	0	0.5	có_hại#1	có một xu hướng gây ra thiệt hại; "Hút thuốc lá có hại cho sức khỏe"
a	01162901	0	0.75	đau_thương#1 đau_nhói#1	gây tổn thương về thể chất hoặc đặc biệt là tâm lý, "một lời nhận xét đau nhói", "đau thương và sai tội bất trung"
a	01163083	0.75	0	du_dương#1	âm thanh êm tai, dễ chịu; "Điệu nhạc du dương"
a	01163860	0.5	0.25	tinh_khiết#4	không có tạp chất; "Nước tinh khiết"
a	01164072	0	0.75	không điều hòa#1	không hài hòa; "Cơ thể phát triển không cân đối"
a	01165474	0.625	0	kháng_sinh#1	có khả năng tiêu diệt hoặc ức chế sự tăng trưởng của vi sinh vật gây bệnh; "thuốc kháng sinh"
a	01166413	0.875	0	bổ_ích#1	chăm sóc để thúc đẩy vật lý tốt được, có lợi cho sức khỏe; "lợi ích của một chế độ ăn uống cân bằng", "một đêm ngon giấc ngủ", "ảnh hưởng bổ ích của không khí tinh khiết "
a	01166875	0.625	0	hữu_cơ#5	đơn giản và lành mạnh và gần gũi với thiên nhiên, "một lối sống hữu cơ"
a	01167269	0.75	0	phòng_ngừa#3 phòng#1 ngăn_chặn#2	phòng ngừa ngăn chặn hoặc đóng góp cho công tác phòng chống dịch bệnh; "y tế dự phòng", "vắc xin được dự phòng", "một loại thuốc dự phòng"
a	01167817	0	0.5	hại_sức_khỏe#2	không có lợi cho sức khỏe; "không khí ô nhiễm hại sức khỏe", "điều kiện hại sức khỏe trong các căn hộ cũ với lột sơn chì"
a	01168166	0	0.5	vô_hiệu_hóa#1 làm tê_liệt#1	vô hiệu hóa hoặc làm tê liệt; "một chấn thương làm tê liệt"
a	01168315	0	0.5	gây_bệnh#1	liên quan đến hoặc gây thay đổi bệnh lý trong tế bào; "Các tế bào gây bệnh"
a	01168845	0.125	0.875	không lành_mạnh#3	không có lợi cho sức khỏe, "một chế độ ăn uống không lành mạnh của thức ăn nhanh", "một môi trường không lành mạnh"
a	01169940	0.25	0.75	không hoạt_động#2	không thích hợp với phẫu thuật; "di căn hiện nay làm cho khối u không thể hoạt động"
a	02390569	0	0.625	hỗn_loạn#2	hoàn toàn không có thứ tự và không thể đoán trước và khó hiểu; "Các phân tử chuyển động hỗn loạn"
a	02391455	0.5	0	hữu_hình#1 có_thể sờ_mó được#1	thể nhận bằng các giác quan đặc biệt là cảm giác sờ, "da với một độ nhám hữu hình"
a	02391867	0.125	0.625	phi vật thể#2 không sờ_thấy được#1 vô hình#2	không có khả năng cảm nhận của các giác quan đặc biệt là cảm giác sờ, "các thành phần phi vật thể của năng lượng" James Jeansa
a	01170069	0	0.5	gây sốt#1	nguyên nhân dẫn đến bị sốt; "bị cảm sẽ gây sốt
a	01170823	0.875	0	hồng_hào#1 hồng#2 má_hồng#1	da có màu hồng hào khỏe mạnh; "Ông cụ da dẻ hồng hào"
a	01170243	0.625	0	khỏe_khoắn#1	có hoặc chỉ có sức khỏe tốt trong cơ thể hay tâm trí; không chịu thương tật hoặc bệnh tật, "một em bé khỏe khoắn hồng hào", "cân đối và khỏe khoắn"
a	01170984	0.75	0	khỏe_mạnh#1	sức khỏe tốt, "một em bé khỏe mạnh"
a	01170984	0.75	0	khỏe#1	sức khỏe tốt, "một em bé khỏe mạnh"
a	01170984	0.75	0	mạnh#1	sức khỏe tốt, "một em bé khỏe mạnh"
a	01171076	0.75	0	săn chắc#8	sở hữu sự rắn chắc và khả năng phục hồi tốt của các mô, "cơ bắp săn chắc"
a	01171076	0.75	0	săn#8	sở hữu sự rắn chắc và khả năng phục hồi tốt của các mô, "cơ bắp săn chắc"
a	01171076	0.75	0	chắc#8	sở hữu sự rắn chắc và khả năng phục hồi tốt của các mô, "cơ bắp săn chắc"
a	01171396	0.75	0	sung_sức#4 tráng_kiện#1	triển lãm hoặc khôi phục lại sức khỏe tốt mạnh mẽ, "khỏe mạnh và sung sức", "khỏe cả trong tâm trí và cơ thể", "lại một người khỏe mạnh"
a	01171606	0.75	0	mạnh_khỏe#4	tiêu thụ dồi dào và với lạc thú; "một bữa ăn lành mạnh (hoặc mạnh khỏe)"
a	01172139	0.5	0	tươi_tắn#1 đỏ_ửng#1 tươi như hoa#2	nghiêng sang màu đỏ khỏe mạnh thường gắn liền với cuộc sống ngoài trời, "một làn da hồng hào", "má đỏ ửng như của Santa", "một làn da tươi tắn hồng hào "
a	01172594	0.75	0	trẻ_trung#1	chỉ người lớn tuổi khỏe mạnh; "Cô ấy 30 rồi, nhìn vẫn trẻ trung"
a	01173697	0	0.875	nhức_nhối#3	bị viêm và đau đớn, "một đau nhức nhối"
a	01175007	0	0.75	đỏ_ngầu#1	 (của một mắt) đỏ như là kết quả của các mạch máu bị tắc nghẽn tại địa phương; viêm, "đôi mắt đỏ ngầu"
a	01174222	0	1	không khỏe_mạnh#5 không tốt#10	thể chất không lành mạnh hoặc bị bệnh, "có một cái lưng không tốt", "một trái tim không lành mạnh", "hàm răng xấu", "chân tay không khỏe mạnh", "răng yếu"
a	01175158	0	0.625	bị loét#1 bị ung_loét#1 bị thối mục#1	có vết viêm loét hoặc thối mục; "vết thương bị lở loét nhiễm trùng"
a	01175741	0	0.625	đầy khí#2 đau_bụng#1	bị tích quá nhiều khí trong ống tiêu hóa; "ăn nhiều lạc làm bụng đầy khí"
a	01176246	0.125	0.625	bệnh_lý#1 bệnh_học#1 bệnh_hoạn#3 bệnh#1	gây ra bởi hoặc bị thay đổi do bệnh biểu hiện hoặc hoặc bệnh lý; "bệnh viêm amiđan", "một sự phát triển bệnh hoạn", "mô bệnh học", "các quá trình bệnh lý của cơ thể "
a	01176544	0	0.75	bị chứng_phù#1 phù#1	sưng lên với một sự tích lũy quá mức của chất lỏng; "Vết bỏng đã bị phù lên"
a	01176973	0	0.5	bị thối hoại#1 hoại_tử#1	bị chết mô; "vết thương đang hoại tử
a	01177105	0	0.875	sưng_tấy#1	sinh từ tình trạng viêm, nóng và sưng và đỏ, "đôi mắt bị sưng tấy vì khóc"
a	01177105	0	0.875	tấy#1	sinh từ tình trạng viêm, nóng và sưng và đỏ, "đôi mắt bị sưng tấy vì khóc"
a	01177246	0	0.75	viêm#1	đặc trưng hoặc gây ra do viêm nhiễm, "một quá trình viêm nhiễm", "một phản ứng viêm"
a	01177556	0	0.625	vàng#6 vàng da#1	bị ảnh hưởng bởi bệnh vàng da gây vàng da vv; "cô ấy bị vàng da"
a	01177899	0.125	0.5	tâm_thần#5	bị ảnh hưởng bởi một chứng rối loạn của tinh thần, "một bệnh nhân tâm thần", "tâm thần"
a	01178134	0	0.875	ốm_yếu#1 vàng_vọt#1	dáng điệu không mạnh khỏe; "dáng gầy ốm"
a	01178231	0	0.75	bị đau_mắt#1	có đau mắt, đau mắt đỏ hoặc viêm kết mạc; "bệnh đau mắt có thể lây lan"
a	01178458	0	0.875	bị giãn tĩnh_mạch#1	mạch bị sưng hoặc có nhiều màu bất thường; "giãn tĩnh mạch"
a	01178669	0	0.75	khô#7	không có chất nhầy hoặc chảy nước; "ho khan", "rằng điều hiếm hoi trong mùa đông, một con  với một mũi khô"
a	01178856	0.5	0.375	có đờm#1	đặc trưng bởi đờm, "một cơn khạc đờm"
a	01179345	0.5	0	trên thiên_đường#2 thanh_tao#3 như thiên_đàng#3	thuộc về thiên đường hay các vì tinh tú, "sự bình yên của thiên đường", "giai điệu thanh tao", "hạnh phúc trên thiên đường của một cái chết yên tĩnh"
a	01179767	0.5	0	thần_thánh#2 thiêng_liêng#3	được hoặc có tính chất của một vị thần; "tục giết vua thần khi có sự thất bại nghiêm trọng của ... quyền hạn của mình" JGFrazier; "các thần linh sẽ "," năng lực thiêng liêng cho tình yêu "," 'Tis khôn ngoan để tìm hiểu;' tis Thiên Chúa giống như để tạo ra " JGSaxe
a	01181446	0	0.5	thuộc trái_đất#2 trần_tục#3	thuộc trái đất này hay thế giới, không lý tưởng hoặc siêu phàm, "không phải là cổ tích hoàng cung, chưa một kỳ trần tục của loại hình tưởng tượng"
a	01182414	0	0.5	nhẹ#8	dễ tiêu, không giàu chất hay nhiều gia vị, "một chế độ ăn uống nhẹ"
a	01182974	0	0.5	đầy_hơi#1	tạo ra quá nhiều khí trong ống tiêu hóa; "ăn nhiều lạc dẫn đến đầy hơi"
a	01183274	0	0.5	không tiêu#1	không tiêu hóa được; "ăn quá nhiều gây không tiêu"
a	01183436	0.125	0.625	nặng_bụng#1	nặng và có bột và khó tiêu hóa, "thức ăn nặng bụng", "một chiếc bánh pudding nặng bụng được mang lên khi mọi người đã no"
a	01188058	0	0.75	hạng nhẹ#1	không được thiết kế cho công việc nặng nề, "một chất tẩy rửa hạng nhẹ"
a	01190168	0	0.625	nặng_nề#4	mức độ nặng nề vào tinh thần, gây bồn chồn hoặc lo lắng, "vấn đề nặng nề"
a	01189386	0	0.875	đáng_lo_ngại#2 nhiễu_loạn#1 đau#1 buồn_phiền#1 làm buồn_rầu#1	gây đau khổ hay bồn chồn hoặc lo lắng, "tin tức đau buồn (hay đáng lo ngại)", "sống trong anh hùng nếu bị một cái gì đó làm buồn rầu cô lập "," một số lượng tội phạm đáng lo ngại"," một ý nghĩ mới và gây phiền hà "," trong một tình cảnh đáng lo ngại "," một tình trạng đáng lo lắng"," một thời gian lo lắng"
a	01195963	0.5	0	sẵn_lòng giúp_đỡ#2	mang ơn, sẵn sàng làm ơn; "đã thực hiện một nỗ lực đặc biệt để được sẵn lòng giúp đỡ"
a	01199663	0	0.5	không đều#1 không đồng_nhất#1	không đồng nhất; "dân số phân bố không đều"
a	01190993	0	0.625	nhẹ_nhàng#4	không lớn về mức độ hoặc số lượng hoặc số; "một câu nhẹ nhàng", "một giọng nói nhẹ nhàng", "thương vong đã được giảm nhẹ", "tuyết rơi nhẹ nhàng"
a	01196276	0.5	0	giúp_đỡ#1	trợ giúp; "giúp đỡ người tàn tật qua đường
a	01196367	0.5	0	giữ thể_diện#1	duy trì nhân phẩm, uy tín, "một sự thỏa hiệp giữ thể diện"
a	01208571	0.5	0	công_nghệ cao#1 công_nghệ cao#1	làm việc sử dụng các công nghệ và các thiết bị tiên tiến; "trường ông ấy toàn các thiết bị công nghệ cao"
a	01210581	0.25	0.5	lãi_suất thấp#1	 (sử dụng các khoản cho vay) tính một tỷ lệ tương đối nhỏ của số tiền vay; "các hộ nghèo được vai tiền lãi suất thấp"
a	01210717	0.125	0.5	lãi_suất cao#1	 (sử dụng các khoản cho vay) tính một tỷ lệ tương đối lớn của số tiền vay; "vì cần tiền lắm, ông ta đi vay lãi suất cao"
a	01211296	0.5	0	nâng_cao#4	ở mức độ cao hơn trong đào tạo, kiến thức hoặc kỹ năng; "có bằng cấp cao", "một văn bản cao cấp trong vật lý", "các cuộc hội thảo đặc biệt cho các nhóm nhỏ các học sinh tiên tiến tại trường Đại học"
a	01212867	0	0.5	xuống#6 giảm#1	thấp hơn so với trước đây, "thị trường đang xuống", "giá giảm"
a	01214430	0.5	0	sắc nét#6	có hoặc phát ra một giọng điệu the thé và sắc nét hoặc tấn; "một cái còi gay gắt", "một sự vui tươi sắc nét"
a	01216317	0	0.625	khàn_khàn#1	nghe như phát âm thấp trong cổ họng, "một giọng nói khàn khàn"
a	01217338	0	0.5	mô_phỏng#2	sao lại hoặc làm cho giống; mô phỏng trong nhân vật, "trong điều kiện chiến đấu mô phỏng"
a	01221057	0	0.625	dị#1 dị_dạng#1 biến_dị#1	không tương ứng trong cấu trúc hay nguồn gốc tiến hóa; "di truyền ngược với biến dị"
a	01225898	0	0.625	sai sự_thật#1	không thể hiện hoặc thể hiện cho sự thật, "tuyên bố được đưa ra theo lời thề là sai sự thật", "một người không trung thực"
a	01226240	0.75	0	danh#1	đáng được tôn vinh, được tôn vinh và kính trọng, "một người đàn ông đáng kính", "đã dẫn đầu một cuộc sống đáng kính", "vinh danh cho đất nước của mình"
a	01226660	0.5	0	kính#2 đáng_kính_trọng#2	sâu sắc tôn vinh, "thánh đàn ông tôn kính"
a	01224253	0.125	0.75	chất_lượng kém#3 lừa_đảo#1 gây hiểu_lầm#2	thiết kế để lừa dối hoặc gây nhầm lẫn là sự cố ý hay vô tình, "bình tĩnh lừa đảo trong mắt của các cơn bão", "cố ý lừa đảo bao bì", "một sự tương tự gây nhầm lẫn "," thống kê có thể được trình bày theo nhiều cách gây hiểu lầm "," thực tế kinh doanh kém chất lượng "
a	01229020	0	0.75	vô_vọng#1	mà không có hy vọng bởi vì có vẻ là không có khả năng thoải mái hay thành công, "buồn vô vọng trong khổ đau", "với một tiếng thở dài tuyệt vọng, ông ngồi xuống"
a	01223941	0	0.625	gian_lận#1	dùng để đánh lừa, "quảng cáo gian dối", "lời khai giả dối", "mịn màng, sáng, và gian dối như băng mỏng" STColeridge; "một kế hoạch lừa đảo để thoát khỏi nộp thuế "
a	01227137	0	0.5	đê_tiện#1	thiếu danh dự hoặc thiếu tính toàn diện; đáng bị sỉ nhục; "đê tiện trong suy nghĩ và hành động"
a	01227546	0.125	0.5	lăng_nhục#1 đáng xấu_hổ#2 ô_nhục#1 đen_tối#12	 (được sử dụng trong thực hiện hoặc ký tự) xứng đáng bị lăng nhục hay nhục nhã hay xấu hổ, "Man ... đã viết một trong hồ sơ của ông blackest như là một tàu khu trục trên các đảo đại dương " Rachel Carson," một sự rút lui ô nhục "," thất bại ô nhục "," một di tích lăng nhục cho sự tham lam của con người "," một thước phim đáng xấu hổ của sự hèn nhát "
a	01228050	0	0.625	xuống_cấp#2 giảm_giá_trị#1	sử dụng bởi tổ chức; đặc trưng bởi ô danh; "bộ máy nhà nước xuống cấp"
a	01230521	0	0.625	không có tương_lai#1	không có khách hàng tiềm năng hoặc hy vọng về một tương lai; "những đứa trẻ ấy không có tương lai"
a	01241248	0	0.625	ứ_đọng#1	không được lưu hành hoặc chảy; "không khí ứ đọng", "nước chết", "nước ứ đọng"
a	01250694	0	0.75	chang_chang#3	cực kỳ nóng; "mặt trời trưa chang chang", "những hạt cát oi bức của sa mạc"
a	01250835	0	0.5	nhiệt_đới#4	của thời tiết hoặc khí hậu nóng ẩm như ở vùng nhiệt đới, "khí hậu nhiệt đới"
a	01251830	0	0.625	lạnh_toát#1	người; cảm thấy lạnh; "thương Tom lạnh toát" Shakespeare
a	01252151	0	0.75	cực#5 băng#2 bị lạnh#3 băng#1 lạnh bắc_cực#2 rất lạnh#2	; " khí_hậu Bắc_cực " , " một ngày lạnh_lẽo " , " bị lạnh vùng_biển Bắc_Đại_Tây_Dương " ; " gió băng " , " bàn_tay băng_giá " , " thời_tiết_cực "
a	01253022	0	0.5	sinh_hàn#1	gây lạnh; làm mát hoặc làm lạnh; "mỏ thiếc sinh hàn"
a	01249137	0.625	0	có_thể làm nóng#1	có khả năng trở thành nóng; "đầu có thể làm nóng của một miếng sắt hàn"
a	01250393	0	0.625	oi_ả#1 ngột_ngạt#1	quá nóng và ẩm ướt hoặc đánh dấu bằng mồ hôi và sự uể oải; "một căn phòng ngột ngạt", "vận động viên ngột ngạt"
a	01261363	0.5	0	phi thường#5	hiển thị sức mạnh siêu nhân hay quyền lực, "sự nỗ lực phi thường"
a	01260023	0	0.625	không_phải người#1	không phải con người; không thuộc hoặc được sản xuất bởi hoặc phù hợp với con người, "động vật linh trưởng không phải người như tinh tinh"
a	01263971	0	0.625	không cảm_động#2 máu_lạnh#1 lạnh_lùng#9	mà không có sự ăn năn hay cảm giác của con người; "máu lạnh", "giết người máu lạnh", "hủy hoại một cách không cảm động"
a	01266841	0.5	0.125	vui_nhộn#1	đánh dấu bằng hoặc gây sự vui vẻ hay tiếng cười rộn rã co quắp; "phim hài vui nhộn", "một trò hề la hét", "câu chuyện náo nhiệt"
a	01267076	0.875	0	đùa#1 vui_đùa#1 pha_trò#1	đặc trưng bởi tiếng cười và sự hài hước; "thỉnh thoảng cũng nên vui đùa"
a	01307067	0.5	0	thân_giao#1	 (thường là đi trước `với ') được biết nhiều hoặc biết hoàn toàn về cái gì đó," thân giao với xu hướng kinh doanh "," quen thuộc với các máy móc phức tạp "," quen thuộc những con đường "
